item_id,name,price,Category,Meal_Type,calories_kcal,protein_g,fat_g,carbohydrates_g,salt_equivalent_g,saturated_fat_g,sugar_g,dietary_fiber_g,cholesterol_mg,sodium_mg,vitamin_c_mg,calcium_mg,iron_mg
377,Swiss Cheese (1 slice),422,Dairy,Lunch,106,7.6,11.8,1.0,4.87,8.0,0.4,0.0,26,54.0,18.9,274.8,9.8
378,Rye Bread (1 slice),316,Grain,Lunch,83,2.7,13.1,15.5,3.82,1.1,1.2,1.9,0,170.0,44.5,175.7,8.6
379,Potato Leek Soup (1 cup),353,Meal,Lunch,180,4.0,16.5,25.0,0.38,7.0,4.0,3.0,15,650.0,60.8,190.9,5.9
380,Brie Cheese (1 oz),415,Dairy,Snack,95,6.0,9.4,0.1,0.3,7.9,0.1,0.0,28,178.0,66.7,191.9,3.7
381,Water Cracker (5 crackers),160,Grain,Snack,70,1.5,5.0,12.0,3.15,1.5,0.0,0.5,0,150.0,8.7,277.7,0.5
382,Grapefruit (1/2 medium),153,Fruit,Breakfast,52,1.1,12.5,13.2,3.42,0.2,8.5,2.0,0,0.0,17.9,221.4,8.6
383,Veggie Straws (1 oz),128,Snack,Snack,130,1.0,6.4,17.0,1.91,7.0,1.0,1.0,0,220.0,0.7,440.9,12.8
384,Fish Tacos (2 tacos),197,Meal,Dinner,420,25.0,5.3,40.0,0.19,18.0,5.0,6.0,60,700.0,65.3,463.2,3.0
385,Cabbage Slaw (side),462,Vegetable,Dinner,60,1.0,13.5,8.0,3.51,3.0,5.0,2.0,5,120.0,25.9,31.0,1.5
386,Lime (juice of 1),98,Condiment,Dinner,11,0.2,12.9,3.7,4.25,0.0,0.7,0.4,0,1.0,43.6,42.4,9.8
387,Beer (12 oz light),207,Beverage,Snack,103,0.9,8.3,5.8,2.37,0.0,0.3,0.0,0,10.0,34.9,401.5,4.5
388,Danish (Cheese 1 medium),117,Dessert,Breakfast,340,7.0,23.3,38.0,2.1,18.0,16.0,2.0,55,300.0,31.3,446.3,3.7
389,Kefir (Plain 1 cup),375,Beverage,Breakfast,104,10.0,0.9,10.0,4.89,2.5,9.0,0.0,10,100.0,81.6,52.1,9.7
390,Gnocchi (1 cup),312,Meal,Dinner,210,4.5,11.5,45.0,4.54,1.5,2.0,3.0,0,480.0,31.4,487.3,13.6
391,Pesto Sauce (1/4 cup),230,Condiment,Dinner,260,5.0,1.8,4.0,2.14,26.0,1.0,2.0,5,550.0,38.3,147.8,5.8
392,Pine Nuts (1 tbsp),426,Nut,Dinner,95,2.0,1.0,2.0,3.36,10.0,0.5,0.5,0,0.0,5.1,75.4,6.3
393,Chai Latte (12 oz),131,Beverage,Snack,190,7.0,3.5,32.0,3.11,4.0,30.0,1.0,15,105.0,19.6,359.5,13.4
394,Manicotti (2 shells cheese),432,Meal,Dinner,380,20.0,1.7,35.0,2.9,18.0,7.0,4.0,60,650.0,72.6,6.2,5.7
395,Italian Sausage (1 link),216,Protein,Dinner,200,12.0,7.6,3.0,3.14,16.0,1.0,0.0,50,550.0,38.0,76.6,14.0
396,Jicama (1 cup sticks),58,Vegetable,Snack,46,0.9,3.5,10.6,4.57,0.1,2.1,5.8,0,5.0,8.8,393.6,0.5
397,Chili Powder (1 tsp),273,Condiment,Snack,8,0.3,18.9,1.4,3.93,0.4,0.2,0.9,0,10.0,99.8,197.1,9.7
398,Ants on a Log (4 pcs),281,Snack,Snack,180,6.0,0.5,12.0,4.69,12.0,7.0,3.0,0,120.0,11.7,196.8,3.1
399,Split Pea Soup (1 cup),320,Meal,Lunch,180,11.0,17.9,30.0,3.34,2.0,6.0,10.0,5,700.0,77.7,20.7,3.1
400,Ham & Cheese Croissant,71,Meal,Breakfast,400,15.0,8.0,35.0,4.49,22.0,6.0,2.0,60,750.0,48.2,89.5,14.8
401,Espresso (double shot),255,Beverage,Breakfast,5,0.5,0.8,0.0,2.91,0.1,0.0,0.0,0,1.0,38.0,379.1,4.5
402,Ricotta Cheese (1/4 cup),472,Dairy,Dinner,85,5.5,4.0,2.5,4.87,6.0,1.0,0.0,24,50.0,96.3,367.6,4.9
403,Chicken & Rice Soup (1 can),375,Meal,Lunch,130,7.0,23.8,18.0,3.36,3.0,2.0,2.0,15,850.0,3.3,217.7,14.0
404,Salt (1/4 tsp),399,Condiment,Dinner,0,0.0,3.7,0.0,3.54,0.0,0.0,0.0,0,580.0,38.9,289.3,0.5
405,Guava,351,Fruit,Snack,68,2.6,11.1,14.3,4.79,0.9,8.9,5.4,0,3.0,65.4,317.0,14.3
406,Club Sandwich,292,Meal,Lunch,580,35.0,1.4,40.0,4.34,30.0,7.0,5.0,95,1300.0,47.1,422.5,0.4
407,Pickle (1 whole dill),346,Vegetable,Snack,17,0.8,17.0,3.7,2.8,0.2,1.7,1.5,0,1200.0,39.1,136.7,6.4
408,Turkey Chili (1 cup),128,Protein,Dinner,250,22.0,18.8,25.0,1.15,7.0,6.0,8.0,50,750.0,86.9,146.6,9.0
409,Sour Cream (2 tbsp),107,Condiment,Dinner,60,0.8,24.7,1.3,0.19,5.8,0.8,0.0,12,25.0,62.1,30.6,6.9
410,Shredded Cheese (Cheddar 1/4 cup),342,Dairy,Dinner,115,7.0,20.8,1.0,3.2,9.5,0.5,0.0,30,180.0,21.4,475.0,0.6
411,Matcha Latte (12 oz),235,Beverage,Snack,180,6.0,17.8,28.0,0.58,5.0,25.0,2.0,20,90.0,41.9,213.2,8.8
412,Chocolate Donut (1 medium),292,Dessert,Breakfast,300,4.0,14.4,35.0,1.78,17.0,18.0,2.0,20,230.0,77.1,160.9,4.3
413,Tuna Melt,409,Meal,Lunch,450,25.0,5.8,32.0,1.88,25.0,4.0,3.0,50,900.0,84.5,397.8,7.0
414,Apple Cider (1 cup),144,Beverage,Snack,117,0.1,16.1,29.0,4.77,0.3,27.0,0.5,0,10.0,24.1,190.6,4.9
415,Beef Burrito (large),339,Meal,Dinner,650,30.0,23.0,70.0,4.6,28.0,5.0,10.0,70,1400.0,74.6,358.5,8.0
416,Pico de Gallo (1/4 cup),202,Condiment,Dinner,15,0.5,24.7,3.0,2.38,0.0,2.0,1.0,0,200.0,70.6,114.7,7.3
417,Corn Tortilla (1 medium),408,Grain,Dinner,52,1.4,20.4,11.2,1.82,0.7,0.2,1.5,0,4.0,31.7,147.0,0.9
418,Mussels (3oz steamed),397,Protein,Dinner,146,20.0,24.4,6.0,2.78,4.0,0.0,0.0,48,310.0,71.0,400.7,1.4
419,White Wine Sauce (1/4 cup),205,Condiment,Dinner,80,1.0,17.5,4.0,1.75,6.0,2.0,0.5,5,300.0,46.3,80.8,12.6
420,French Bread (2 slices),353,Grain,Dinner,180,6.0,10.6,36.0,4.67,1.0,2.0,2.0,0,380.0,6.4,259.0,2.3
421,Blackberries (1 cup),472,Fruit,Snack,62,2.0,8.9,13.8,3.42,0.7,4.9,7.6,0,1.0,35.4,4.8,4.3
422,Cheese Danish,190,Dessert,Breakfast,340,7.0,9.1,38.0,0.85,18.0,16.0,2.0,55,300.0,87.8,208.8,5.7
423,Chicken Salad Sandwich,497,Meal,Lunch,420,20.0,19.2,35.0,0.72,20.0,5.0,3.0,60,850.0,85.2,391.2,7.6
424,Soyrizo (2 oz),493,Protein,Breakfast,140,10.0,0.7,6.0,3.91,9.0,2.0,3.0,0,450.0,32.7,440.1,8.9
425,Hash Browns (1 cup),54,Vegetable,Breakfast,330,3.0,15.3,38.0,4.63,19.0,1.0,3.0,0,550.0,36.9,93.6,4.5
426,Ketchup (1 packet),301,Condiment,Breakfast,10,0.1,22.9,2.5,4.8,0.0,2.0,0.1,0,90.0,71.1,306.0,3.5
427,Philly Cheesesteak (6 inch),269,Meal,Lunch,500,25.0,13.7,40.0,3.38,28.0,5.0,3.0,70,1100.0,24.8,178.9,9.3
428,Cheese Whiz (2 tbsp),50,Condiment,Lunch,90,4.0,1.9,3.0,1.02,7.0,2.0,0.0,20,540.0,69.0,468.9,13.2
429,Onions (sautéed 1/4 cup),167,Vegetable,Lunch,30,0.5,1.2,5.0,1.39,1.0,3.0,1.0,0,5.0,64.4,404.1,3.4
430,Raspberries (1 cup),98,Fruit,Snack,64,1.5,17.9,14.7,3.4,0.8,5.4,8.0,0,1.0,82.6,370.8,9.9
431,Cheesy Grits (1 cup),463,Meal,Breakfast,210,6.0,11.2,34.0,2.41,6.0,1.0,2.0,20,550.0,98.6,281.1,12.1
432,Collard Greens (with ham hock),153,Vegetable,Dinner,180,10.0,23.0,15.0,4.73,9.0,3.0,8.0,30,600.0,81.9,1.8,6.9
433,Fried Okra (1 cup),321,Vegetable,Dinner,220,4.0,18.0,25.0,2.11,12.0,3.0,5.0,10,450.0,72.8,237.8,13.2
434,Sweet Tea (16 oz),173,Beverage,Lunch,180,0.0,14.4,46.0,3.53,0.0,46.0,0.0,0,15.0,75.0,41.8,11.3
435,Gyro (1 sandwich),445,Protein,Dinner,600,25.0,10.9,55.0,3.55,30.0,6.0,5.0,80,1200.0,5.5,25.7,6.9
436,Pita Bread (White 1 large),342,Grain,Dinner,220,7.0,8.8,45.0,0.61,2.0,2.0,2.0,0,440.0,55.3,467.7,11.8
437,Tzatziki Sauce (2 tbsp),472,Condiment,Dinner,30,1.5,15.3,2.0,2.8,2.0,1.5,0.0,5,100.0,69.4,363.7,14.2
438,Baklava (1 piece),453,Dessert,Snack,280,3.0,6.5,30.0,2.99,18.0,20.0,2.0,10,80.0,82.4,129.3,12.3
439,Coconut (shredded 1/4 cup),340,Fruit,Snack,110,1.0,16.7,4.5,3.73,10.5,1.5,2.0,0,3.0,83.1,422.4,2.0
440,S'more (1 serving),472,Dessert,Snack,140,2.0,15.0,25.0,0.36,4.0,15.0,1.0,0,90.0,37.9,225.0,14.3
441,Graham Cracker (1 large rectangle),270,Grain,Snack,60,1.0,9.5,11.0,0.21,1.5,4.0,0.5,0,70.0,16.8,47.0,1.5
442,Marshmallow (1 large),187,Dessert,Snack,23,0.1,7.9,5.8,0.58,0.0,4.0,0.0,0,5.0,84.3,437.5,14.6
443,Chocolate (Hershey's bar 1 segment),209,Dessert,Snack,25,0.3,4.5,3.0,4.44,1.5,2.8,0.2,1,4.0,29.5,63.5,11.8
444,Chicken Parm Sandwich,88,Meal,Lunch,650,40.0,12.0,55.0,4.15,30.0,9.0,6.0,100,1400.0,30.3,385.0,8.0
445,Mozzarella (1 slice),379,Dairy,Lunch,80,6.0,18.1,1.0,4.15,6.0,0.5,0.0,20,150.0,61.2,205.2,14.4
446,Bread Roll (hoagie),495,Grain,Lunch,200,6.0,0.2,38.0,0.06,2.0,3.0,2.0,0,400.0,2.9,226.0,5.6
447,Artichoke (1 medium steamed),427,Vegetable,Dinner,60,4.2,19.8,13.4,0.75,0.2,1.2,6.9,0,112.0,78.2,24.6,14.4
448,Mayonnaise (1 tbsp for dipping),104,Condiment,Dinner,90,0.1,13.1,0.1,2.45,10.0,0.1,0.0,5,70.0,99.6,160.5,3.0
449,Calamari (fried 3oz),204,Meal,Dinner,150,13.0,17.7,8.0,4.22,7.0,1.0,1.0,220,600.0,85.1,458.0,0.9
450,Lemon Wedge (for calamari),294,Condiment,Dinner,3,0.1,1.6,1.0,4.13,0.0,0.2,0.3,0,0.0,53.5,223.7,6.9
451,Root Beer (1 can),346,Beverage,Snack,150,0.0,11.7,40.0,3.01,0.0,40.0,0.0,0,55.0,88.9,63.5,9.7
452,Chicken McNuggets (6 pcs),130,Meal,Lunch,270,15.0,15.1,16.0,0.82,16.0,0.0,1.0,40,500.0,34.3,371.9,1.3
453,BBQ Sauce (2 tbsp),336,Condiment,Lunch,60,0.5,23.4,15.0,4.42,0.0,12.0,0.5,0,350.0,15.0,275.2,5.4
454,Honey (1 tbsp),241,Condiment,Breakfast,64,0.1,16.2,17.3,3.83,0.0,17.2,0.0,0,1.0,76.6,429.8,4.2
455,Tofu Scramble,450,Meal,Breakfast,250,20.0,17.7,8.0,1.06,16.0,3.0,4.0,0,300.0,16.1,54.1,9.1
456,Turmeric (1 tsp),282,Condiment,Breakfast,9,0.3,11.9,1.9,3.67,0.1,0.1,0.7,0,1.0,34.6,35.9,4.5
457,Nutritional Yeast (1 tbsp),441,Condiment,Breakfast,20,3.0,21.8,2.0,2.14,0.0,0.0,1.0,0,10.0,16.1,467.5,5.3
458,Seitan (3oz),315,Protein,Dinner,90,18.0,4.5,4.0,0.95,1.0,1.0,1.0,0,300.0,34.4,192.3,10.4
459,Vegetable Broth (1 cup),384,Beverage,Dinner,15,1.0,17.4,3.0,4.72,0.0,2.0,1.0,0,550.0,56.8,8.2,3.8
460,Mashed Cauliflower (1 cup),154,Vegetable,Dinner,140,5.0,12.4,12.0,4.24,8.0,4.0,5.0,25,400.0,42.2,102.5,4.3
461,Peanut Sauce (2 tbsp),153,Condiment,Dinner,80,2.0,9.0,4.0,1.45,6.0,3.0,1.0,0,250.0,30.0,262.7,15.0
462,Tempeh (3oz),259,Protein,Lunch,160,16.0,24.9,8.0,2.21,9.0,0.0,5.0,0,10.0,83.3,117.2,10.8
463,Sauerkraut (1/2 cup),426,Vegetable,Lunch,14,0.7,8.8,3.1,2.65,0.1,1.2,2.0,0,468.0,31.8,119.0,6.3
464,Rye Crispbread (2 slices),217,Grain,Lunch,70,2.0,9.6,14.0,4.77,0.5,0.0,3.0,0,120.0,71.3,101.4,9.3
465,Capers (1 tbsp),137,Condiment,Dinner,2,0.2,9.0,0.4,0.91,0.1,0.1,0.3,0,200.0,22.3,75.5,6.1
466,Chicken Liver (2 oz cooked),425,Protein,Dinner,91,13.6,17.8,0.6,4.67,3.6,0.0,0.0,320,50.0,42.8,413.6,3.4
467,Onion (1/2 cup raw chopped),268,Vegetable,Dinner,32,0.9,20.3,7.5,1.97,0.1,3.8,1.4,0,3.0,83.4,151.0,0.1
468,Bok Choy (1 cup steamed),303,Vegetable,Dinner,10,1.5,7.1,2.0,3.88,0.1,1.0,1.0,0,40.0,40.0,203.7,5.6
469,Gummy Bears (10 pcs),243,Snack,Snack,100,2.0,4.4,22.0,2.17,0.0,15.0,0.0,0,10.0,21.2,482.3,10.0
470,Whiskey (1.5 oz shot),53,Beverage,Snack,105,0.0,10.0,0.1,4.18,0.0,0.1,0.0,0,1.0,58.5,17.1,5.2
471,Dates (2 medium Medjool),277,Fruit,Snack,133,0.8,20.0,36.0,0.12,0.1,32.0,3.2,0,1.0,30.8,78.1,3.1
472,Tahini (1 tbsp),458,Condiment,Snack,89,2.6,1.3,3.2,3.99,8.0,0.1,1.4,0,17.0,98.6,153.1,14.8
473,Chickpeas (1/2 cup canned),411,Legume,Lunch,135,7.0,3.6,22.0,3.52,2.0,3.0,6.0,0,250.0,95.2,484.6,8.1
474,Lettuce (Romaine 2 cups),470,Vegetable,Lunch,16,1.0,21.4,3.0,1.09,0.3,1.0,2.0,0,10.0,65.6,21.8,2.0
475,Italian Dressing (2 tbsp),321,Condiment,Lunch,70,0.0,19.8,3.0,4.47,7.0,2.0,0.0,0,300.0,16.4,223.2,13.1
476,Croutons (1/4 cup),92,Grain,Lunch,50,1.5,16.9,7.0,2.9,2.0,0.5,0.5,0,140.0,82.6,327.6,3.2
477,Turkey Sausage (1 patty),68,Protein,Breakfast,70,9.0,4.4,1.0,1.99,4.0,0.5,0.0,35,280.0,81.9,434.6,11.4
478,Maple Syrup (1 tbsp),189,Condiment,Breakfast,52,0.0,15.2,13.5,3.45,0.0,12.0,0.0,0,1.0,10.5,399.6,14.1
479,Quesadilla (Cheese 1 medium),305,Meal,Lunch,400,18.0,3.7,35.0,0.83,22.0,2.0,3.0,50,700.0,13.4,238.6,10.3
480,Sour Cream (1 tbsp),338,Condiment,Lunch,30,0.4,11.9,0.6,0.4,2.9,0.4,0.0,6,12.0,8.3,176.0,4.3
481,Salsa (2 tbsp),492,Condiment,Lunch,10,0.5,10.7,2.0,2.43,0.0,1.0,0.5,0,120.0,85.5,32.6,13.1
482,Red Cabbage (1 cup raw),115,Vegetable,Dinner,22,1.1,1.5,5.2,4.43,0.1,2.8,1.6,0,8.0,84.8,463.4,3.3
483,Duck (3oz roasted),320,Protein,Dinner,285,16.0,8.6,0.0,3.18,24.0,0.0,0.0,72,65.0,66.8,305.3,2.7
484,Orange Sauce (1/4 cup for duck),243,Condiment,Dinner,90,0.5,1.1,22.0,2.94,0.0,20.0,0.5,0,200.0,96.6,208.4,3.2
485,Wild Rice (1 cup cooked),459,Grain,Dinner,166,6.5,1.9,35.0,4.95,0.6,1.2,3.0,0,5.0,88.2,368.8,9.7
486,Cupcake (Vanilla 1 medium),118,Dessert,Snack,240,2.0,7.4,35.0,1.76,11.0,25.0,1.0,30,200.0,94.1,209.6,14.9
487,Frosting (Vanilla 2 tbsp),97,Condiment,Snack,140,0.0,4.1,22.0,2.01,6.0,22.0,0.0,0,65.0,17.2,56.2,3.8
488,Hot Sauce (1 tsp Tabasco),368,Condiment,Breakfast,0,0.0,21.7,0.0,2.1,0.0,0.0,0.0,0,35.0,60.6,58.4,6.7
489,Bison Burger (1 patty),315,Protein,Lunch,150,22.0,13.9,0.0,2.74,7.0,0.0,0.0,70,65.0,62.9,441.2,4.2
490,Pretzel Bun (1 medium),186,Grain,Lunch,230,8.0,14.7,45.0,2.74,2.0,4.0,2.0,0,550.0,63.6,131.0,1.7
491,Spicy Mustard (1 tbsp),354,Condiment,Lunch,10,0.5,10.5,1.0,3.9,0.5,0.0,0.5,0,120.0,90.0,284.4,2.2
492,Pasta Salad (1 cup),451,Meal,Lunch,280,8.0,7.9,30.0,1.17,14.0,5.0,4.0,10,450.0,55.3,449.4,4.7
493,Salami (3 slices),468,Protein,Lunch,110,6.0,1.7,1.0,1.61,9.0,0.5,0.0,30,500.0,28.9,441.4,11.4
494,Pepperoncini (2 peppers),55,Vegetable,Lunch,10,0.5,5.9,2.0,3.51,0.0,1.0,1.0,0,350.0,87.5,59.1,8.4
495,Coconut Milk (1/4 cup canned),309,Condiment,Dinner,111,1.1,4.0,2.9,3.8,11.6,1.5,0.5,0,8.0,51.2,429.0,1.4
496,Green Curry Paste (1 tbsp),270,Condiment,Dinner,30,0.5,23.8,2.0,1.37,2.5,1.0,1.0,0,400.0,0.2,227.4,11.0
497,Chicken Thigh (1 roasted),414,Protein,Dinner,210,24.0,14.1,0.0,1.75,13.0,0.0,0.0,120,90.0,9.3,45.8,11.0
498,Jasmine Rice (1 cup cooked),368,Grain,Dinner,205,4.3,15.1,45.0,0.65,0.4,0.0,0.6,0,2.0,23.5,437.6,5.5
499,Thai Iced Tea (1 glass),443,Beverage,Snack,250,3.0,21.9,35.0,0.15,12.0,33.0,0.0,35,50.0,32.0,120.8,8.3
500,Papaya (1 cup cubes),218,Fruit,Snack,62,0.6,2.0,15.7,4.74,0.4,11.0,2.5,0,12.0,69.8,451.7,3.8
501,Lime Juice (1 tbsp),73,Condiment,Snack,4,0.1,17.6,1.3,1.89,0.0,0.2,0.1,0,0.0,19.1,279.7,7.4
502,Macaroni Salad (1 cup),224,Meal,Lunch,380,8.0,17.4,30.0,4.73,25.0,6.0,3.0,20,750.0,74.1,449.1,9.7
503,Celery (1 stalk),366,Vegetable,Lunch,6,0.3,11.2,1.2,1.19,0.1,0.5,0.6,0,32.0,22.9,381.3,11.8
504,Blue Cheese (1 oz),109,Dairy,Snack,100,6.0,13.6,0.7,1.6,8.0,0.1,0.0,21,325.0,53.7,491.6,12.1
505,Dark Chocolate (1 oz 70%),426,Dessert,Snack,170,2.2,2.9,13.0,2.61,12.0,7.0,3.0,0,5.0,11.8,113.0,13.2
506,Acai Bowl (1 serving),332,Meal,Breakfast,350,5.0,2.6,60.0,4.51,12.0,30.0,10.0,0,40.0,90.9,455.0,9.8
507,Granola (1/4 cup topping),124,Grain,Breakfast,120,3.0,4.1,15.0,1.17,6.0,7.0,3.0,0,20.0,53.7,411.2,2.9
508,Coconut Flakes (1 tbsp topping),442,Fruit,Breakfast,35,0.3,6.5,1.5,2.07,3.3,0.5,0.7,0,1.0,29.8,395.1,1.6
509,Honey (1 tsp drizzle),73,Condiment,Breakfast,21,0.0,4.5,5.8,4.58,0.0,5.8,0.0,0,0.0,14.0,285.9,8.7
510,Shrimp Cocktail (4 large shrimp),392,Protein,Snack,60,10.0,16.1,1.0,1.17,1.0,0.5,0.0,110,300.0,36.6,172.9,13.7
511,Cocktail Sauce (2 tbsp),117,Condiment,Snack,30,0.5,3.4,7.0,0.35,0.0,5.0,0.5,0,450.0,58.9,222.8,5.6
512,Pork Bun (1 steamed),385,Meal,Lunch,220,8.0,23.5,30.0,2.7,8.0,6.0,2.0,20,400.0,33.4,353.3,10.3
513,Dim Sum (Siu Mai 3 pcs),196,Meal,Lunch,180,12.0,22.9,10.0,2.35,10.0,1.0,2.0,60,550.0,71.8,451.6,6.0
514,Soy Sauce (1 tbsp for dipping),101,Condiment,Lunch,9,1.0,23.8,1.0,3.9,0.0,0.4,0.1,0,920.0,3.5,221.2,3.9
515,Oyster (1 medium raw),153,Protein,Dinner,8,1.0,1.3,0.5,1.86,0.2,0.0,0.0,10,50.0,61.5,176.3,6.6
516,Mignonette Sauce (1 tbsp),453,Condiment,Dinner,5,0.0,21.8,1.0,3.35,0.0,0.5,0.0,0,30.0,97.9,375.9,0.5
517,Beef Pho (1 large bowl),331,Meal,Dinner,450,30.0,24.9,55.0,4.31,12.0,5.0,4.0,60,1500.0,34.5,451.5,14.1
518,Bean Sprouts (1/4 cup garnish),355,Vegetable,Dinner,8,0.8,16.9,1.5,4.14,0.1,1.0,0.4,0,1.0,28.5,102.4,11.0
519,Thai Basil (garnish),338,Condiment,Dinner,1,0.1,0.8,0.0,2.39,0.0,0.0,0.0,0,0.0,63.4,389.2,3.8
520,Lime Wedge (garnish),456,Condiment,Dinner,3,0.1,21.8,1.0,2.2,0.0,0.2,0.3,0,0.0,3.7,343.1,2.3
521,Jalapeno (1 tbsp sliced),432,Vegetable,Dinner,4,0.1,7.3,0.8,0.06,0.1,0.5,0.4,0,1.0,51.9,360.1,11.5
522,Hoisin Sauce (1 tbsp),187,Condiment,Dinner,35,0.3,24.9,8.0,2.03,0.2,5.0,0.1,0,220.0,19.7,408.0,11.1
523,Sriracha (1 tsp),391,Condiment,Dinner,5,0.1,12.2,1.0,4.28,0.1,0.8,0.1,0,80.0,82.7,440.6,3.6
524,Crepe (1 plain),102,Grain,Breakfast,90,3.5,7.3,14.0,2.6,2.0,3.0,0.5,25,100.0,13.3,123.1,6.9
525,Nutella (1 tbsp),495,Condiment,Breakfast,100,1.5,6.1,11.0,2.21,6.0,10.0,1.0,0,10.0,55.7,293.4,14.4
526,Powdered Sugar (1 tsp),86,Condiment,Breakfast,10,0.0,11.8,2.5,1.82,0.0,2.5,0.0,0,0.0,79.3,78.0,12.7
527,Sake (3 oz),162,Beverage,Dinner,117,0.4,13.2,3.8,1.6,0.0,0.0,0.0,0,4.0,27.6,370.7,5.8
528,Edamame (in pod 1 cup),471,Legume,Snack,120,11.0,8.1,9.0,0.5,5.0,2.0,5.0,0,9.0,10.3,369.5,9.3
529,Sea Salt (coarse 1/4 tsp),482,Condiment,Snack,0,0.0,18.0,0.0,0.37,0.0,0.0,0.0,0,550.0,80.3,165.6,9.1
530,Biryani (Chicken 1.5 cups),466,Protein,Dinner,520,28.0,21.5,60.0,3.7,18.0,6.0,5.0,75,900.0,59.3,155.8,7.1
531,Raita (2 tbsp),71,Condiment,Dinner,30,1.0,14.8,2.0,2.83,2.0,1.5,0.5,5,100.0,74.3,490.7,14.8
532,Lassi (Mango 1 cup),200,Beverage,Snack,180,5.0,11.4,30.0,2.26,4.0,28.0,1.0,15,60.0,16.5,9.5,7.7
533,Samosa (1 piece vegetable),391,Snack,Snack,130,2.0,16.8,18.0,2.19,6.0,1.0,2.0,0,300.0,57.0,341.1,11.1
534,Tamarind Chutney (1 tbsp),413,Condiment,Snack,20,0.1,10.2,5.0,2.06,0.0,4.0,0.5,0,120.0,71.4,204.6,0.2
535,Mint Chutney (1 tbsp),278,Condiment,Snack,5,0.2,17.9,0.5,1.14,0.0,0.2,0.3,0,150.0,11.7,89.7,9.1
536,Pani Puri (6 pcs),244,Snack,Snack,200,4.0,16.0,35.0,3.41,5.0,2.0,3.0,0,400.0,38.2,393.0,1.2
537,Passion Fruit (1 fruit),397,Fruit,Snack,17,0.4,23.5,4.2,0.8,0.1,2.0,1.9,0,5.0,92.8,463.7,5.4
538,Kimchi Jjigae (1 bowl),307,Meal,Dinner,350,15.0,23.7,20.0,2.22,22.0,6.0,5.0,30,1200.0,34.8,270.2,4.7
539,Silken Tofu (3oz in soup),398,Protein,Dinner,45,5.0,24.4,2.0,2.36,2.5,1.0,0.5,0,5.0,20.1,290.5,2.2
540,Pork Belly (1 oz in soup),130,Protein,Dinner,145,3.0,4.2,0.0,2.05,15.0,0.0,0.0,20,150.0,94.0,57.8,5.9
541,Gochugaru (1 tsp),76,Condiment,Dinner,10,0.3,6.4,1.8,1.05,0.3,0.3,0.5,0,1.0,30.2,252.2,10.4
542,Gochujang (1 tbsp),360,Condiment,Dinner,30,0.5,24.2,6.0,4.63,0.0,4.0,0.5,0,200.0,4.7,475.7,7.8
543,Sesame Oil (1 tsp),378,Condiment,Dinner,40,0.0,6.5,0.0,2.12,4.5,0.0,0.0,0,0.0,10.0,333.7,10.8
544,Fish Sauce (1 tsp),397,Condiment,Dinner,5,0.4,18.4,0.5,2.01,0.0,0.4,0.0,0,450.0,4.3,313.0,14.3
545,Green Onion (1 tbsp garnish),473,Vegetable,Dinner,3,0.2,24.1,0.7,2.72,0.0,0.2,0.2,0,0.0,58.2,5.0,2.9
546,Kombucha (16 oz),93,Beverage,Snack,60,0.0,10.9,14.0,0.29,0.0,12.0,0.0,0,20.0,55.8,446.3,4.1
547,Beef Wellington (1 slice),251,Protein,Dinner,600,30.0,0.5,35.0,0.41,38.0,4.0,4.0,100,850.0,76.2,288.5,11.0
548,Pate (Mushroom 2 tbsp),429,Condiment,Dinner,70,1.0,17.9,2.0,3.63,7.0,1.0,1.0,0,100.0,37.0,55.0,11.4
549,Puff Pastry (1 oz wrapper),60,Grain,Dinner,115,1.5,10.2,9.0,3.77,8.0,0.0,0.5,0,100.0,31.4,136.0,12.3
550,Prosciutto (1 slice),426,Protein,Dinner,35,4.0,9.7,0.0,1.1,2.5,0.0,0.0,10,280.0,57.5,319.6,11.2
551,Asparagus (6 spears roasted),463,Vegetable,Dinner,40,4.0,3.7,4.0,4.1,2.0,2.0,3.0,0,150.0,39.3,335.4,2.6
552,Hollandaise Sauce (1 tbsp),421,Condiment,Dinner,55,0.5,9.6,0.2,0.03,6.0,0.1,0.0,25,75.0,90.4,269.1,3.3
553,Flan (1 slice),406,Dessert,Snack,220,6.0,24.0,35.0,4.89,7.0,33.0,0.0,90,80.0,24.4,416.1,13.7
554,Caramel Sauce (1 tbsp),140,Condiment,Snack,60,0.0,18.9,13.0,1.89,1.0,12.0,0.0,5,30.0,54.4,456.0,11.1
555,Congee (1 cup plain),431,Meal,Breakfast,130,2.5,11.2,28.0,3.06,1.0,0.5,1.0,0,300.0,53.2,478.5,3.0
556,Pickled Radish (1/4 cup),453,Vegetable,Breakfast,15,0.5,7.3,3.0,1.48,0.0,2.0,1.0,0,250.0,32.9,141.9,10.3
557,Pork Floss (1 tbsp),324,Protein,Breakfast,50,4.0,6.2,3.0,4.44,2.0,2.5,0.0,10,150.0,33.1,222.6,11.4
558,Century Egg (1 egg),434,Protein,Breakfast,100,7.0,15.2,1.0,4.63,7.0,0.5,0.0,200,300.0,9.7,72.2,13.0
559,Arugula (2 cups),279,Vegetable,Lunch,10,1.0,0.9,0.8,4.61,0.2,0.4,0.4,0,6.0,99.8,304.8,9.1
